project_id,project_name,project_text,explicit_skills,extracted_skills,required_skills,required_skill_count
proj_0298,IoT-Based Logistics Monitoring Mesh,IoT-Based Logistics Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Logistics data analysis.. Role: IoT Specialist.,"[""Communication"", ""Fluid Mechanics"", ""Fusion 360""]","[""Data Analysis"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Communication"", ""Data Analysis"", ""Fluid Mechanics"", ""Fusion 360"", ""IoT"", ""Sensors"", ""Telemetry""]",7
proj_0299,AI-Driven Logistics Predictive Analytics Engine,AI-Driven Logistics Predictive Analytics Engine. Machine learning pipeline leveraging SQL for anomaly detection and forecasting in Logistics.. Role: ML Engineer.,"[""Hadoop"", ""SQL"", ""Spark"", ""Statistical Modeling"", ""Team Leadership""]","[""SQL""]","[""Hadoop"", ""SQL"", ""Spark"", ""Statistical Modeling"", ""Team Leadership""]",5
proj_0300,NextGen Automobile Mobile Assistant,NextGen Automobile Mobile Assistant. Cross-platform mobile application built using Spark to streamline workflow management in Automobile.. Role: UI/UX Designer.,"[""SQL"", ""Spark""]","[""Spark"", ""UI/UX Designer""]","[""SQL"", ""Spark"", ""UI/UX Designer""]",3
proj_0301,AI-Driven Biotech Predictive Analytics Engine,AI-Driven Biotech Predictive Analytics Engine. Machine learning pipeline leveraging Polymer Chemistry for anomaly detection and forecasting in Biotech.. Role: ML Engineer.,"[""Fluid Mechanics"", ""Heat Transfer"", ""Polymer Chemistry"", ""Reaction Engineering""]","[""Polymer Chemistry""]","[""Fluid Mechanics"", ""Heat Transfer"", ""Polymer Chemistry"", ""Reaction Engineering""]",4
proj_0302,AI-Driven CleanTech Predictive Analytics Engine,AI-Driven CleanTech Predictive Analytics Engine. Machine learning pipeline leveraging SolidWorks for anomaly detection and forecasting in CleanTech.. Role: ML Engineer.,"[""MATLAB"", ""SolidWorks""]","[""SolidWorks""]","[""MATLAB"", ""SolidWorks""]",2
proj_0303,Cloud-Native Logistics Security Shield,Cloud-Native Logistics Security Shield. Zero-trust security monitoring and intrusion detection system using Arduino.. Role: Cybersecurity Analyst.,"[""Arduino"", ""Medical Imaging"", ""SolidWorks"", ""Team Leadership""]","[""Arduino"", ""Cybersecurity"", ""Cybersecurity Analyst""]","[""Arduino"", ""Cybersecurity"", ""Cybersecurity Analyst"", ""Medical Imaging"", ""SolidWorks"", ""Team Leadership""]",6
proj_0304,Decentralized Python Smart Platform,Decentralized Python Smart Platform. High-throughput microservices architecture powered by Python for scalable transaction processing.. Role: Full Stack Developer.,"[""OWASP"", ""Python""]","[""Full Stack Developer"", ""Microservices"", ""Python""]","[""Full Stack Developer"", ""Microservices"", ""OWASP"", ""Python""]",4
proj_0305,Autonomous Wireshark Navigation System,Autonomous Wireshark Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Wireshark and sensor fusion.. Role: AI Developer.,"[""Burp Suite"", ""OWASP"", ""Penetration Testing"", ""Wireshark""]","[""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion"", ""Wireshark""]","[""Burp Suite"", ""OWASP"", ""Obstacle Avoidance"", ""Path Planning"", ""Penetration Testing"", ""Sensor Fusion"", ""Wireshark""]",7
proj_0306,Decentralized CAD Fashion Smart Platform,Decentralized CAD Fashion Smart Platform. High-throughput microservices architecture powered by CAD Fashion for scalable transaction processing.. Role: Full Stack Developer.,"[""CAD Fashion"", ""CLO 3D"", ""Git""]","[""CAD Fashion"", ""Full Stack Developer"", ""Microservices""]","[""CAD Fashion"", ""CLO 3D"", ""Full Stack Developer"", ""Git"", ""Microservices""]",5
proj_0307,Autonomous GIS Navigation System,Autonomous GIS Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing GIS and sensor fusion.. Role: AI Developer.,"[""AutoCAD Civil 3D"", ""GIS"", ""Geotechnical Engineering"", ""Hydrology"", ""SAP2000""]","[""GIS"", ""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion""]","[""AutoCAD Civil 3D"", ""GIS"", ""Geotechnical Engineering"", ""Hydrology"", ""Obstacle Avoidance"", ""Path Planning"", ""SAP2000"", ""Sensor Fusion""]",8
proj_0308,Autonomous MySQL Navigation System,Autonomous MySQL Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing MySQL and sensor fusion.. Role: AI Developer.,"[""Express.js"", ""Git"", ""MySQL"", ""REST API""]","[""MySQL"", ""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion""]","[""Express.js"", ""Git"", ""MySQL"", ""Obstacle Avoidance"", ""Path Planning"", ""REST API"", ""Sensor Fusion""]",7
proj_0309,Decentralized DCS Smart Platform,Decentralized DCS Smart Platform. High-throughput microservices architecture powered by DCS for scalable transaction processing.. Role: Backend Engineer.,"[""DCS"", ""Embedded Systems"", ""Instrumentation"", ""PLC"", ""Rapid Prototyping""]","[""Backend Engineer"", ""DCS"", ""Microservices""]","[""Backend Engineer"", ""DCS"", ""Embedded Systems"", ""Instrumentation"", ""Microservices"", ""PLC"", ""Rapid Prototyping""]",7
proj_0310,IoT-Based Biotech Monitoring Mesh,IoT-Based Biotech Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Biotech data analysis.. Role: Embedded Systems Developer.,"[""Business Strategy"", ""Data Analytics"", ""Financial Modeling"", ""Pitching""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Business Strategy"", ""Data Analysis"", ""Data Analytics"", ""Embedded Systems"", ""Embedded Systems Developer"", ""Financial Modeling"", ""IoT"", ""Pitching"", ""Sensors"", ""Telemetry""]",10
proj_0311,NextGen Biotech Mobile Assistant,NextGen Biotech Mobile Assistant. Cross-platform mobile application built using Java to streamline workflow management in Biotech.. Role: UI/UX Designer.,"[""Cloud Computing"", ""Git"", ""Java"", ""Web Development""]","[""Java"", ""UI/UX Designer""]","[""Cloud Computing"", ""Git"", ""Java"", ""UI/UX Designer"", ""Web Development""]",5
proj_0312,NextGen Mobile Mobile Assistant,NextGen Mobile Mobile Assistant. Cross-platform mobile application built using Metasploit to streamline workflow management in Mobile.. Role: UI/UX Designer.,"[""Communication"", ""Cryptography"", ""Metasploit""]","[""Metasploit"", ""UI/UX Designer""]","[""Communication"", ""Cryptography"", ""Metasploit"", ""UI/UX Designer""]",4
proj_0313,Decentralized CFD Smart Platform,Decentralized CFD Smart Platform. High-throughput microservices architecture powered by CFD for scalable transaction processing.. Role: Full Stack Developer.,"[""CFD"", ""OpenFOAM"", ""Orbital Mechanics"", ""Propulsion Systems""]","[""CFD"", ""Full Stack Developer"", ""Microservices""]","[""CFD"", ""Full Stack Developer"", ""Microservices"", ""OpenFOAM"", ""Orbital Mechanics"", ""Propulsion Systems""]",6
proj_0314,Autonomous SolidWorks Navigation System,Autonomous SolidWorks Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing SolidWorks and sensor fusion.. Role: Robotics Engineer.,"[""Aerodynamics"", ""Flight Mechanics"", ""Presentation"", ""SolidWorks""]","[""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion"", ""SolidWorks""]","[""Aerodynamics"", ""Flight Mechanics"", ""Obstacle Avoidance"", ""Path Planning"", ""Presentation"", ""Robotics Engineer"", ""Sensor Fusion"", ""SolidWorks""]",8
proj_0315,AI-Driven AgriTech Predictive Analytics Engine,AI-Driven AgriTech Predictive Analytics Engine. Machine learning pipeline leveraging Pneumatics for anomaly detection and forecasting in AgriTech.. Role: Data Scientist.,"[""C++"", ""Pneumatics"", ""SolidWorks""]","[""AgriTech"", ""Data Scientist"", ""Pneumatics""]","[""AgriTech"", ""C++"", ""Data Scientist"", ""Pneumatics"", ""SolidWorks""]",5
proj_0316,Precision Civil Simulation Suite,Precision Civil Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Power Electronics.. Role: Simulation Specialist.,"[""Control Systems"", ""Power Electronics"", ""SCADA"", ""Simulink""]","[""Power Electronics""]","[""Control Systems"", ""Power Electronics"", ""SCADA"", ""Simulink""]",4
proj_0317,Bio-Inspired Aerospace Diagnostic Pipeline,Bio-Inspired Aerospace Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Java for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Cloud Computing"", ""Java"", ""React"", ""Team Leadership""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""Java""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Cloud Computing"", ""Genomics"", ""Java"", ""React"", ""Team Leadership""]",7
proj_0318,Precision Logistics Simulation Suite,Precision Logistics Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with React.. Role: Simulation Specialist.,"[""Docker"", ""Networking"", ""Rapid Prototyping"", ""React""]","[""React""]","[""Docker"", ""Networking"", ""Rapid Prototyping"", ""React""]",4
proj_0319,Bio-Inspired Cybersecurity Diagnostic Pipeline,Bio-Inspired Cybersecurity Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Scikit-Learn for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Keras"", ""LangChain"", ""Scikit-Learn"", ""Transformer Models""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Cybersecurity"", ""Genomics"", ""Scikit-Learn""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Cybersecurity"", ""Genomics"", ""Keras"", ""LangChain"", ""Scikit-Learn"", ""Transformer Models""]",8
proj_0320,Decentralized Surveying Smart Platform,Decentralized Surveying Smart Platform. High-throughput microservices architecture powered by Surveying for scalable transaction processing.. Role: Backend Engineer.,"[""GIS"", ""Hydrology"", ""Surveying"", ""Team Leadership""]","[""Backend Engineer"", ""Microservices"", ""Surveying""]","[""Backend Engineer"", ""GIS"", ""Hydrology"", ""Microservices"", ""Surveying"", ""Team Leadership""]",6
proj_0321,Precision Cloud Simulation Suite,Precision Cloud Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with OpenCV.. Role: Simulation Specialist.,"[""Autonomous Navigation"", ""Gazebo"", ""OpenCV""]","[""OpenCV""]","[""Autonomous Navigation"", ""Gazebo"", ""OpenCV""]",3
proj_0322,NextGen Design Mobile Assistant,NextGen Design Mobile Assistant. Cross-platform mobile application built using Scikit-Learn to streamline workflow management in Design.. Role: Mobile Developer.,"[""Scikit-Learn"", ""Spark""]","[""Mobile Developer"", ""Scikit-Learn""]","[""Mobile Developer"", ""Scikit-Learn"", ""Spark""]",3
proj_0323,Precision Robotics Simulation Suite,Precision Robotics Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with CFD.. Role: CAD/CAE Engineer.,"[""CFD"", ""Communication"", ""Flight Mechanics"", ""Orbital Mechanics""]","[""CFD""]","[""CFD"", ""Communication"", ""Flight Mechanics"", ""Orbital Mechanics""]",4
proj_0324,Bio-Inspired Mechanical Diagnostic Pipeline,Bio-Inspired Mechanical Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging SolidWorks for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Arduino"", ""Git"", ""PLC"", ""SolidWorks""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""SolidWorks""]","[""Arduino"", ""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""Git"", ""PLC"", ""SolidWorks""]",7
proj_0325,Autonomous Signal Processing Navigation System,Autonomous Signal Processing Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Signal Processing and sensor fusion.. Role: AI Developer.,"[""KiCAD"", ""Signal Processing"", ""Team Leadership"", ""Verilog""]","[""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion"", ""Signal Processing""]","[""KiCAD"", ""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion"", ""Signal Processing"", ""Team Leadership"", ""Verilog""]",7
proj_0326,Autonomous VHDL Navigation System,Autonomous VHDL Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing VHDL and sensor fusion.. Role: Robotics Engineer.,"[""KiCAD"", ""VHDL""]","[""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion"", ""VHDL""]","[""KiCAD"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion"", ""VHDL""]",6
proj_0327,AI-Driven FinTech Predictive Analytics Engine,AI-Driven FinTech Predictive Analytics Engine. Machine learning pipeline leveraging MATLAB for anomaly detection and forecasting in FinTech.. Role: Data Scientist.,"[""ANSYS"", ""Flight Mechanics"", ""MATLAB""]","[""Data Scientist"", ""MATLAB""]","[""ANSYS"", ""Data Scientist"", ""Flight Mechanics"", ""MATLAB""]",4
proj_0328,Decentralized ANSYS Smart Platform,Decentralized ANSYS Smart Platform. High-throughput microservices architecture powered by ANSYS for scalable transaction processing.. Role: Full Stack Developer.,"[""ANSYS"", ""Aerodynamics"", ""Flight Mechanics"", ""Git""]","[""ANSYS"", ""Full Stack Developer"", ""Microservices""]","[""ANSYS"", ""Aerodynamics"", ""Flight Mechanics"", ""Full Stack Developer"", ""Git"", ""Microservices""]",6
proj_0329,AI-Driven Robotics Predictive Analytics Engine,AI-Driven Robotics Predictive Analytics Engine. Machine learning pipeline leveraging Precision Agriculture for anomaly detection and forecasting in Robotics.. Role: ML Engineer.,"[""GIS"", ""Hydrology"", ""Precision Agriculture"", ""Rapid Prototyping""]","[""Precision Agriculture""]","[""GIS"", ""Hydrology"", ""Precision Agriculture"", ""Rapid Prototyping""]",4
proj_0330,Cloud-Native Mechanical Security Shield,Cloud-Native Mechanical Security Shield. Zero-trust security monitoring and intrusion detection system using CRISPR Design.. Role: Cybersecurity Analyst.,"[""Bioprocess Engineering"", ""CRISPR Design"", ""Data Analysis""]","[""CRISPR"", ""CRISPR Design"", ""Cybersecurity"", ""Cybersecurity Analyst""]","[""Bioprocess Engineering"", ""CRISPR"", ""CRISPR Design"", ""Cybersecurity"", ""Cybersecurity Analyst"", ""Data Analysis""]",6
proj_0331,Bio-Inspired Mechanical Diagnostic Pipeline,Bio-Inspired Mechanical Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Bioprocess Engineering for medical diagnostics.. Role: Data Analyst.,"[""Bioprocess Engineering"", ""PyMOL"", ""R"", ""Team Leadership""]","[""Bioprocess Engineering"", ""Genomics""]","[""Bioprocess Engineering"", ""Genomics"", ""PyMOL"", ""R"", ""Team Leadership""]",5
proj_0332,Precision Mobile Simulation Suite,Precision Mobile Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Statistical Modeling.. Role: CAD/CAE Engineer.,"[""Data Visualization"", ""Problem Solving"", ""SQL"", ""Statistical Modeling""]","[""Statistical Modeling""]","[""Data Visualization"", ""Problem Solving"", ""SQL"", ""Statistical Modeling""]",4
proj_0333,AI-Driven AgriTech Predictive Analytics Engine,AI-Driven AgriTech Predictive Analytics Engine. Machine learning pipeline leveraging Proteus for anomaly detection and forecasting in AgriTech.. Role: ML Engineer.,"[""ETAP"", ""IoT Sensors"", ""Proteus"", ""Team Leadership""]","[""AgriTech"", ""Proteus""]","[""AgriTech"", ""ETAP"", ""IoT Sensors"", ""Proteus"", ""Team Leadership""]",5
proj_0334,Autonomous React Navigation System,Autonomous React Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing React and sensor fusion.. Role: AI Developer.,"[""Cybersecurity"", ""Docker"", ""React""]","[""Obstacle Avoidance"", ""Path Planning"", ""React"", ""Sensor Fusion""]","[""Cybersecurity"", ""Docker"", ""Obstacle Avoidance"", ""Path Planning"", ""React"", ""Sensor Fusion""]",6
proj_0335,Decentralized TensorFlow Smart Platform,Decentralized TensorFlow Smart Platform. High-throughput microservices architecture powered by TensorFlow for scalable transaction processing.. Role: Backend Engineer.,"[""Generative AI"", ""TensorFlow""]","[""Backend Engineer"", ""Microservices"", ""TensorFlow""]","[""Backend Engineer"", ""Generative AI"", ""Microservices"", ""TensorFlow""]",4
proj_0336,AI-Driven Robotics Predictive Analytics Engine,AI-Driven Robotics Predictive Analytics Engine. Machine learning pipeline leveraging Vector Databases for anomaly detection and forecasting in Robotics.. Role: ML Engineer.,"[""Transformer Models"", ""Vector Databases""]","[""Vector Databases""]","[""Transformer Models"", ""Vector Databases""]",2
proj_0337,NextGen Civil Mobile Assistant,NextGen Civil Mobile Assistant. Cross-platform mobile application built using Financial Modeling to streamline workflow management in Civil.. Role: Mobile Developer.,"[""Agile/Scrum"", ""Business Strategy"", ""Financial Modeling"", ""Market Research"", ""Strategic Planning""]","[""Financial Modeling"", ""Mobile Developer""]","[""Agile/Scrum"", ""Business Strategy"", ""Financial Modeling"", ""Market Research"", ""Mobile Developer"", ""Strategic Planning""]",6
proj_0338,Autonomous DevOps Navigation System,Autonomous DevOps Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing DevOps and sensor fusion.. Role: AI Developer.,"[""Cloud Computing"", ""DevOps"", ""Express.js"", ""Presentation""]","[""DevOps"", ""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion""]","[""Cloud Computing"", ""DevOps"", ""Express.js"", ""Obstacle Avoidance"", ""Path Planning"", ""Presentation"", ""Sensor Fusion""]",7
proj_0339,Decentralized LabVIEW Smart Platform,Decentralized LabVIEW Smart Platform. High-throughput microservices architecture powered by LabVIEW for scalable transaction processing.. Role: Backend Engineer.,"[""Biomedical Signal Processing"", ""DICOM"", ""LabVIEW"", ""Medical AI""]","[""Backend Engineer"", ""LabVIEW"", ""Microservices""]","[""Backend Engineer"", ""Biomedical Signal Processing"", ""DICOM"", ""LabVIEW"", ""Medical AI"", ""Microservices""]",6
proj_0340,Decentralized AutoCAD Smart Platform,Decentralized AutoCAD Smart Platform. High-throughput microservices architecture powered by AutoCAD for scalable transaction processing.. Role: Backend Engineer.,"[""AutoCAD"", ""CATIA"", ""CFD"", ""Problem Solving"", ""Vehicle Dynamics""]","[""AutoCAD"", ""Backend Engineer"", ""Microservices""]","[""AutoCAD"", ""Backend Engineer"", ""CATIA"", ""CFD"", ""Microservices"", ""Problem Solving"", ""Vehicle Dynamics""]",7
proj_0341,IoT-Based Aerospace Monitoring Mesh,IoT-Based Aerospace Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Aerospace data analysis.. Role: IoT Specialist.,"[""ASPEN Plus"", ""CHEMCAD"", ""MATLAB"", ""Team Leadership""]","[""Data Analysis"", ""IoT"", ""Sensors"", ""Telemetry""]","[""ASPEN Plus"", ""CHEMCAD"", ""Data Analysis"", ""IoT"", ""MATLAB"", ""Sensors"", ""Team Leadership"", ""Telemetry""]",8
proj_0342,Precision Mechanical Simulation Suite,Precision Mechanical Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Cloud Computing.. Role: CAD/CAE Engineer.,"[""Cloud Computing"", ""Database Administration"", ""Python""]","[""Cloud Computing""]","[""Cloud Computing"", ""Database Administration"", ""Python""]",3
proj_0343,NextGen EdTech Mobile Assistant,NextGen EdTech Mobile Assistant. Cross-platform mobile application built using Deep Learning to streamline workflow management in EdTech.. Role: UI/UX Designer.,"[""Deep Learning"", ""Generative AI"", ""Rapid Prototyping""]","[""Deep Learning"", ""UI/UX Designer""]","[""Deep Learning"", ""Generative AI"", ""Rapid Prototyping"", ""UI/UX Designer""]",4
proj_0344,Bio-Inspired CleanTech Diagnostic Pipeline,Bio-Inspired CleanTech Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging LabVIEW for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Embedded C"", ""LabVIEW"", ""Signal Processing"", ""VHDL""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""LabVIEW""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Embedded C"", ""Genomics"", ""LabVIEW"", ""Signal Processing"", ""VHDL""]",7
proj_0345,NextGen Cloud Mobile Assistant,NextGen Cloud Mobile Assistant. Cross-platform mobile application built using Spark to streamline workflow management in Cloud.. Role: Mobile Developer.,"[""Hadoop"", ""Pandas"", ""Power BI"", ""Spark""]","[""Mobile Developer"", ""Spark""]","[""Hadoop"", ""Mobile Developer"", ""Pandas"", ""Power BI"", ""Spark""]",5
proj_0346,Bio-Inspired Mechanical Diagnostic Pipeline,Bio-Inspired Mechanical Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Spark for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Pandas"", ""Spark""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""Spark""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""Pandas"", ""Spark""]",5
proj_0347,IoT-Based Cloud Monitoring Mesh,IoT-Based Cloud Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Cloud data analysis.. Role: IoT Specialist.,"[""ANSYS"", ""Aerodynamics"", ""CATIA"", ""SolidWorks""]","[""Data Analysis"", ""IoT"", ""Sensors"", ""Telemetry""]","[""ANSYS"", ""Aerodynamics"", ""CATIA"", ""Data Analysis"", ""IoT"", ""Sensors"", ""SolidWorks"", ""Telemetry""]",8
proj_0348,Autonomous PCB Design Navigation System,Autonomous PCB Design Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing PCB Design and sensor fusion.. Role: Robotics Engineer.,"[""C++"", ""Communication"", ""PCB Design"", ""Team Leadership""]","[""Obstacle Avoidance"", ""PCB Design"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion""]","[""C++"", ""Communication"", ""Obstacle Avoidance"", ""PCB Design"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion"", ""Team Leadership""]",8
proj_0349,IoT-Based Mobile Monitoring Mesh,IoT-Based Mobile Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Mobile data analysis.. Role: IoT Specialist.,"[""Deep Learning"", ""PyTorch"", ""Python""]","[""Data Analysis"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Data Analysis"", ""Deep Learning"", ""IoT"", ""PyTorch"", ""Python"", ""Sensors"", ""Telemetry""]",7
proj_0350,Cloud-Native Cloud Security Shield,Cloud-Native Cloud Security Shield. Zero-trust security monitoring and intrusion detection system using Cloud Computing.. Role: Cybersecurity Analyst.,"[""Cloud Computing"", ""Database Administration"", ""Python"", ""Spring Boot""]","[""Cloud Computing"", ""Cloud Security"", ""Cybersecurity"", ""Cybersecurity Analyst""]","[""Cloud Computing"", ""Cloud Security"", ""Cybersecurity"", ""Cybersecurity Analyst"", ""Database Administration"", ""Python"", ""Spring Boot""]",7
